param_id,param_name,param_describe,default_value,value_type,run_value,log_id
444,batch_size,Training batch size.,100,,100,10
445,val_size,Validation batch size.,1000,,1000,10
446,epoch_num,Number of outer loops.,5,,5,10
447,eval_batch_size,Batch size during evaluation.,1,,1,10
448,batch_num,Number of inner loops.,10000,,10000,10
449,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,10
450,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,10
451,drop_out,Dropout probability.,0.2,,0.2,10
452,pos_emb_dim,Position embedding dimension.,5,,5,10
453,out_dim,Sentence embedding dimension.,230,,230,10
454,p_mult,Anti-disturbance coefficient.,0.02,,0.02,10
455,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,10
456,lambda_s,Loss scaling factor.,1,,1,10
457,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,10
458,weight_decay,weight decay,1e-05,,1e-05,10
459,n_neighbors,The number of neighbors of LOF.,20.0,,20.0,10
460,contamination,The contamination factor of LOF.,0.05,,0.05,10
461,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,10
462,scale,The scale factor of DOC.,2,,2,11
463,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,11
464,same_ratio,Proportion of the same relation.,0.5,,0.5,12
465,batch_size,Training batch size.,100,,100,12
466,val_size,Validation batch size.,1000,,1000,12
467,epoch_num,Number of outer loops.,5,,5,12
468,eval_batch_size,Batch size during evaluation.,1,,1,12
469,batch_num,Number of inner loops.,10000,,10000,12
470,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,12
471,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,12
472,drop_out,Dropout probability.,0.2,,0.2,12
473,pos_emb_dim,Position embedding dimension.,5,,5,12
474,out_dim,Sentence embedding dimension.,230,,230,12
475,p_mult,Anti-disturbance coefficient.,0.02,,0.02,12
476,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,12
477,lambda_s,Loss scaling factor.,1,,1,12
478,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,12
479,weight_decay,weight decay,1e-05,,1e-05,12
480,same_ratio,Proportion of the same relation.,0.5,,0.5,13
481,batch_size,Training batch size.,100,,100,13
482,val_size,Validation batch size.,1000,,1000,13
483,epoch_num,Number of outer loops.,5,,5,13
484,eval_batch_size,Batch size during evaluation.,1,,1,13
485,batch_num,Number of inner loops.,10000,,10000,13
486,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,13
487,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,13
488,drop_out,Dropout probability.,0.2,,0.2,13
489,pos_emb_dim,Position embedding dimension.,5,,5,13
490,out_dim,Sentence embedding dimension.,230,,230,13
491,p_mult,Anti-disturbance coefficient.,0.02,,0.02,13
492,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,13
493,lambda_s,Loss scaling factor.,1,,1,13
494,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,13
495,weight_decay,weight decay,1e-05,,1e-05,13
496,same_ratio,Proportion of the same relation.,0.5,,0.5,14
497,batch_size,Training batch size.,100,,100,14
498,val_size,Validation batch size.,1000,,1000,14
499,epoch_num,Number of outer loops.,5,,5,14
500,eval_batch_size,Batch size during evaluation.,1,,1,14
501,batch_num,Number of inner loops.,10000,,10000,14
502,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,14
503,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,14
504,drop_out,Dropout probability.,0.2,,0.2,14
505,pos_emb_dim,Position embedding dimension.,5,,5,14
506,out_dim,Sentence embedding dimension.,230,,230,14
507,p_mult,Anti-disturbance coefficient.,0.02,,0.02,14
508,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,14
509,lambda_s,Loss scaling factor.,1,,1,14
510,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,14
511,weight_decay,weight decay,1e-05,,1e-05,14
512,same_ratio,Proportion of the same relation.,0.5,,0.5,12
513,batch_size,Training batch size.,4,,4,12
514,val_size,Validation batch size.,1000,,1000,12
515,epoch_num,Number of outer loops.,5,,5,12
516,eval_batch_size,Batch size during evaluation.,1,,1,12
517,batch_num,Number of inner loops.,10000,,10000,12
518,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,12
519,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,12
520,drop_out,Dropout probability.,0.2,,0.2,12
521,pos_emb_dim,Position embedding dimension.,5,,5,12
522,out_dim,Sentence embedding dimension.,230,,230,12
523,p_mult,Anti-disturbance coefficient.,0.02,,0.02,12
524,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,12
525,lambda_s,Loss scaling factor.,1,,1,12
526,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,12
527,weight_decay,weight decay,1e-05,,1e-05,12
528,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,13
529,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,13
530,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,13
531,scale,The scale factor of DOC.,2,,2,14
532,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,14
533,threshold,The probability threshold.,0.5,,0.5,15
534,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,15
535,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,16
536,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,16
537,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,16
538,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,17
539,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,17
540,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,17
541,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,18
542,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,18
543,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,18
544,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,19
545,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,19
546,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,19
547,n_neighbors,The number of neighbors of LOF.,20.0,,20.0,20
548,contamination,The contamination factor of LOF.,0.05,,0.05,20
549,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,20
550,same_ratio,Proportion of the same relation.,0.5,,0.5,21
551,batch_size,Training batch size.,4,,4,21
552,val_size,Validation batch size.,1000,,1000,21
553,epoch_num,Number of outer loops.,5,,5,21
554,eval_batch_size,Batch size during evaluation.,1,,1,21
555,batch_num,Number of inner loops.,10000,,10000,21
556,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,21
557,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,21
558,drop_out,Dropout probability.,0.2,,0.2,21
559,pos_emb_dim,Position embedding dimension.,5,,5,21
560,out_dim,Sentence embedding dimension.,230,,230,21
561,p_mult,Anti-disturbance coefficient.,0.02,,0.02,21
562,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,21
563,lambda_s,Loss scaling factor.,1,,1,21
564,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,21
565,weight_decay,weight decay,1e-05,,1e-05,21
566,same_ratio,Proportion of the same relation.,0.5,,0.5,22
567,batch_size,Training batch size.,4,,4,22
568,val_size,Validation batch size.,1000,,1000,22
569,epoch_num,Number of outer loops.,5,,5,22
570,eval_batch_size,Batch size during evaluation.,1,,1,22
571,batch_num,Number of inner loops.,10000,,10000,22
572,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,22
573,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,22
574,drop_out,Dropout probability.,0.2,,0.2,22
575,pos_emb_dim,Position embedding dimension.,5,,5,22
576,out_dim,Sentence embedding dimension.,230,,230,22
577,p_mult,Anti-disturbance coefficient.,0.02,,0.02,22
578,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,22
579,lambda_s,Loss scaling factor.,1,,1,22
580,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,22
581,weight_decay,weight decay,1e-05,,1e-05,22
582,same_ratio,Proportion of the same relation.,0.5,,0.5,21
583,batch_size,Training batch size.,4,,4,21
584,val_size,Validation batch size.,1000,,1000,21
585,epoch_num,Number of outer loops.,5,,5,21
586,eval_batch_size,Batch size during evaluation.,1,,1,21
587,batch_num,Number of inner loops.,10000,,10000,21
588,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,21
589,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,21
590,drop_out,Dropout probability.,0.2,,0.2,21
591,pos_emb_dim,Position embedding dimension.,5,,5,21
592,out_dim,Sentence embedding dimension.,230,,230,21
593,p_mult,Anti-disturbance coefficient.,0.02,,0.02,21
594,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,21
595,lambda_s,Loss scaling factor.,1,,1,21
596,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,21
597,weight_decay,weight decay,1e-05,,1e-05,21
598,distance_type,The distance_type.,cosine,,cosine,22
599,weibull_tail_size,The factor of weibull model.,20,,20,22
600,threshold,The probability threshold for detecting the open samples.,0.5,,0.5,22
601,alpharank,The factor of alpha rank.,10,,10,22
602,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,22
603,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,23
604,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,23
605,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,23
606,scale,The scale factor of DOC.,2,,2,23
607,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,23
608,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,24
609,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,24
610,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,24
611,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,24
612,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,24
613,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,24
614,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,25
615,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,25
616,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,25
617,distance_type,The distance_type.,cosine,,cosine,26
618,weibull_tail_size,The factor of weibull model.,20,,20,26
619,threshold,The probability threshold for detecting the open samples.,0.5,,0.5,26
620,alpharank,The factor of alpha rank.,10,,10,26
621,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,26
622,distance_type,The distance_type.,cosine,,cosine,26
623,weibull_tail_size,The factor of weibull model.,20,,20,26
624,threshold,The probability threshold for detecting the open samples.,0.5,,0.5,26
625,alpharank,The factor of alpha rank.,10,,10,26
626,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,26
627,distance_type,The distance_type.,cosine,,cosine,27
628,weibull_tail_size,The factor of weibull model.,20,,20,27
629,threshold,The probability threshold for detecting the open samples.,0.5,,0.5,27
630,alpharank,The factor of alpha rank.,10,,10,27
631,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,27
632,same_ratio,Proportion of the same relation.,0.5,,0.5,28
633,batch_size,Training batch size.,4,,4,28
634,val_size,Validation batch size.,1000,,1000,28
635,epoch_num,Number of outer loops.,5,,5,28
636,eval_batch_size,Batch size during evaluation.,1,,1,28
637,batch_num,Number of inner loops.,10000,,10000,28
638,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,28
639,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,28
640,drop_out,Dropout probability.,0.2,,0.2,28
641,pos_emb_dim,Position embedding dimension.,5,,5,28
642,out_dim,Sentence embedding dimension.,230,,230,28
643,p_mult,Anti-disturbance coefficient.,0.02,,0.02,28
644,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,28
645,lambda_s,Loss scaling factor.,1,,1,28
646,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,28
647,weight_decay,weight decay,1e-05,,1e-05,28
648,same_ratio,Proportion of the same relation.,0.5,,0.5,31
649,batch_size,Training batch size.,4,,4,31
650,val_size,Validation batch size.,1000,,1000,31
651,epoch_num,Number of outer loops.,5,,5,31
652,eval_batch_size,Batch size during evaluation.,1,,1,31
653,batch_num,Number of inner loops.,10000,,10000,31
654,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,31
655,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,31
656,drop_out,Dropout probability.,0.2,,0.2,31
657,pos_emb_dim,Position embedding dimension.,5,,5,31
658,out_dim,Sentence embedding dimension.,230,,230,31
659,p_mult,Anti-disturbance coefficient.,0.02,,0.02,31
660,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,31
661,lambda_s,Loss scaling factor.,1,,1,31
662,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,31
663,weight_decay,weight decay,1e-05,,1e-05,31
664,same_ratio,Proportion of the same relation.,0.5,,0.5,32
665,batch_size,Training batch size.,4,,4,32
666,val_size,Validation batch size.,1000,,1000,32
667,epoch_num,Number of outer loops.,5,,5,32
668,eval_batch_size,Batch size during evaluation.,1,,1,32
669,batch_num,Number of inner loops.,10000,,10000,32
670,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,32
671,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,32
672,drop_out,Dropout probability.,0.2,,0.2,32
673,pos_emb_dim,Position embedding dimension.,5,,5,32
674,out_dim,Sentence embedding dimension.,230,,230,32
675,p_mult,Anti-disturbance coefficient.,0.02,,0.02,32
676,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,32
677,lambda_s,Loss scaling factor.,1,,1,32
678,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,32
679,weight_decay,weight decay,1e-05,,1e-05,32
680,same_ratio,Proportion of the same relation.,0.5,,0.5,31
681,batch_size,Training batch size.,4,,4,31
682,val_size,Validation batch size.,1000,,1000,31
683,epoch_num,Number of outer loops.,5,,5,31
684,eval_batch_size,Batch size during evaluation.,1,,1,31
685,batch_num,Number of inner loops.,10000,,10000,31
686,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,31
687,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,31
688,drop_out,Dropout probability.,0.2,,0.2,31
689,pos_emb_dim,Position embedding dimension.,5,,5,31
690,out_dim,Sentence embedding dimension.,230,,230,31
691,p_mult,Anti-disturbance coefficient.,0.02,,0.02,31
692,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,31
693,lambda_s,Loss scaling factor.,1,,1,31
694,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,31
695,weight_decay,weight decay,1e-05,,1e-05,31
696,z_dim,Sentence embedding dimension.,300,,300,32
697,cluster,clustering method,kmeans,,kmeans,32
698,loop_num,Number of outer loops.,5,,5,32
699,eval_batch_size,Batch size during evaluation.,1,,1,32
700,batch_size,Training batch size.,64,,64,32
701,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,32
702,epoch,Epoch of pseudo-label classification training.,4,,4,32
703,warm_up,Use learning rate warm-up strategy.,0,,0,32
704,z_dim,Sentence embedding dimension.,300,,300,33
705,cluster,clustering method,kmeans,,kmeans,33
706,loop_num,Number of outer loops.,5,,5,33
707,eval_batch_size,Batch size during evaluation.,1,,1,33
708,batch_size,Training batch size.,64,,64,33
709,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,33
710,epoch,Epoch of pseudo-label classification training.,4,,4,33
711,warm_up,Use learning rate warm-up strategy.,0,,0,33
712,z_dim,Sentence embedding dimension.,300,,300,33
713,cluster,clustering method,kmeans,,kmeans,33
714,loop_num,Number of outer loops.,5,,5,33
715,eval_batch_size,Batch size during evaluation.,1,,1,33
716,batch_size,Training batch size.,64,,64,33
717,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,33
718,epoch,Epoch of pseudo-label classification training.,4,,4,33
719,warm_up,Use learning rate warm-up strategy.,0,,0,33
720,z_dim,Sentence embedding dimension.,300,,300,32
721,cluster,clustering method,kmeans,,kmeans,32
722,loop_num,Number of outer loops.,5,,5,32
723,eval_batch_size,Batch size during evaluation.,1,,1,32
724,batch_size,Training batch size.,64,,64,32
725,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,32
726,epoch,Epoch of pseudo-label classification training.,4,,4,32
727,warm_up,Use learning rate warm-up strategy.,0,,0,32
728,z_dim,Sentence embedding dimension.,300,,300,33
729,cluster,clustering method,kmeans,,kmeans,33
730,loop_num,Number of outer loops.,5,,5,33
731,eval_batch_size,Batch size during evaluation.,1,,1,33
732,batch_size,Training batch size.,64,,64,33
733,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,33
734,epoch,Epoch of pseudo-label classification training.,4,,4,33
735,warm_up,Use learning rate warm-up strategy.,0,,0,33
736,z_dim,Sentence embedding dimension.,300,,300,34
737,cluster,clustering method,kmeans,,kmeans,34
738,loop_num,Number of outer loops.,5,,5,34
739,eval_batch_size,Batch size during evaluation.,1,,1,34
740,batch_size,Training batch size.,64,,64,34
741,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,34
742,epoch,Epoch of pseudo-label classification training.,4,,4,34
743,warm_up,Use learning rate warm-up strategy.,0,,0,34
744,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,35
745,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,35
746,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,35
747,z_dim,Sentence embedding dimension.,300,,300,37
748,cluster,clustering method,kmeans,,kmeans,37
749,loop_num,Number of outer loops.,5,,5,37
750,eval_batch_size,Batch size during evaluation.,1,,1,37
751,batch_size,Training batch size.,64,,64,37
752,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,37
753,epoch,Epoch of pseudo-label classification training.,4,,4,37
754,warm_up,Use learning rate warm-up strategy.,0,,0,37
755,z_dim,Sentence embedding dimension.,300,,300,38
756,cluster,clustering method,kmeans,,kmeans,38
757,loop_num,Number of outer loops.,5,,5,38
758,eval_batch_size,Batch size during evaluation.,1,,1,38
759,batch_size,Training batch size.,64,,64,38
760,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,38
761,epoch,Epoch of pseudo-label classification training.,4,,4,38
762,warm_up,Use learning rate warm-up strategy.,0,,0,38
763,z_dim,Sentence embedding dimension.,300,,300,39
764,cluster,clustering method,kmeans,,kmeans,39
765,loop_num,Number of outer loops.,5,,5,39
766,eval_batch_size,Batch size during evaluation.,1,,1,39
767,batch_size,Training batch size.,64,,64,39
768,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,39
769,epoch,Epoch of pseudo-label classification training.,4,,4,39
770,warm_up,Use learning rate warm-up strategy.,0,,0,39
771,z_dim,Sentence embedding dimension.,300,,300,40
772,cluster,clustering method,kmeans,,kmeans,40
773,loop_num,Number of outer loops.,5,,5,40
774,eval_batch_size,Batch size during evaluation.,1,,1,40
775,batch_size,Training batch size.,64,,64,40
776,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,40
777,epoch,Epoch of pseudo-label classification training.,4,,4,40
778,warm_up,Use learning rate warm-up strategy.,0,,0,40
779,z_dim,Sentence embedding dimension.,300,,300,40
780,cluster,clustering method,kmeans,,kmeans,40
781,loop_num,Number of outer loops.,5,,5,40
782,eval_batch_size,Batch size during evaluation.,1,,1,40
783,batch_size,Training batch size.,64,,64,40
784,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,40
785,epoch,Epoch of pseudo-label classification training.,4,,4,40
786,warm_up,Use learning rate warm-up strategy.,0,,0,40
787,moment,Moment update ratio.,0.5,,0.5,41
788,z_dim,Sentence embedding dimension.,64.0,,64.0,41
789,need_ind,Whether the data set output index.,1.0,,1.0,41
790,eval_batch_size,Batch size during evaluation.,1.0,,1.0,41
791,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,41
792,moment,Moment update ratio.,0.5,,0.5,41
793,z_dim,Sentence embedding dimension.,64.0,,64.0,41
794,need_ind,Whether the data set output index.,1.0,,1.0,41
795,eval_batch_size,Batch size during evaluation.,1.0,,1.0,41
796,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,41
797,feat_dim,The feature dimension.,768.0,,768.0,41
798,num_pretrain_epochs,The number of training epochs.,100.0,,100.0,41
799,num_train_epochs,The number of refining epochs.,100.0,,100.0,41
800,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,41
801,lr_pre,The learning rate for pre-training model.,5e-05,,5e-05,41
802,eval_batch_size,Batch size during evaluation.,1.0,,1.0,41
803,lr,The learning rate of model.,5e-05,,5e-05,41
804,wait_patient,Patient steps for Early Stop.,20.0,,20.0,41
805,cluster_num_factor,Cluster scaling factor.,1.0,,1.0,41
806,feat_dim,The feature dimension.,768.0,,768.0,41
807,num_pretrain_epochs,The number of training epochs.,100.0,,100.0,41
808,num_train_epochs,The number of refining epochs.,100.0,,100.0,41
809,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,41
810,lr_pre,The learning rate for pre-training model.,5e-05,,5e-05,41
811,eval_batch_size,Batch size during evaluation.,1.0,,1.0,41
812,lr,The learning rate of model.,5e-05,,5e-05,41
813,wait_patient,Patient steps for Early Stop.,20.0,,20.0,41
814,cluster_num_factor,Cluster scaling factor.,1.0,,1.0,41
815,feat_dim,The feature dimension.,768.0,,768.0,42
816,num_pretrain_epochs,The number of training epochs.,100.0,,100.0,42
817,num_train_epochs,The number of refining epochs.,100.0,,100.0,42
818,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,42
819,lr_pre,The learning rate for pre-training model.,5e-05,,5e-05,42
820,eval_batch_size,Batch size during evaluation.,1.0,,1.0,42
821,lr,The learning rate of model.,5e-05,,5e-05,42
822,wait_patient,Patient steps for Early Stop.,20.0,,20.0,42
823,cluster_num_factor,Cluster scaling factor.,1.0,,1.0,42
824,z_dim,Sentence embedding dimension.,300,,300,43
825,cluster,clustering method,kmeans,,kmeans,43
826,loop_num,Number of outer loops.,5,,5,43
827,eval_batch_size,Batch size during evaluation.,1,,1,43
828,batch_size,Training batch size.,64,,64,43
829,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,43
830,epoch,Epoch of pseudo-label classification training.,4,,4,43
831,warm_up,Use learning rate warm-up strategy.,0,,0,43
832,moment,Moment update ratio.,0.5,,0.5,43
833,z_dim,Sentence embedding dimension.,64.0,,64.0,43
834,need_ind,Whether the data set output index.,1.0,,1.0,43
835,eval_batch_size,Batch size during evaluation.,1.0,,1.0,43
836,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,43
837,n_neighbors,The number of neighbors of LOF.,20.0,,20.0,44
838,contamination,The contamination factor of LOF.,0.05,,0.05,44
839,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,44
840,distance_type,The distance_type.,cosine,,cosine,45
841,weibull_tail_size,The factor of weibull model.,20,,20,45
842,threshold,The probability threshold for detecting the open samples.,0.5,,0.5,45
843,alpharank,The factor of alpha rank.,10,,10,45
844,freeze_bert_parameters,Freeze the parameters of bert.,1,,1,45
845,train_batch_size,The batch size for training.,16,,16,45
846,backbone,Patient steps for Early Stop.,bert,,bert,45
847,feat_dim,The feature dimension.,768,,768,45
848,num_train_epochs,The number of training epochs.,10,,10,45
849,num_refine_epochs,The number of refining epochs.,20,,20,45
850,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,45
851,warmup_proportion,The warmup ratio for learning rate.,0.1,,0.1,45
852,lr,The learning rate of model.,5e-05,,5e-05,45
853,u,The upper bound of the dynamic threshold.,0.95,,0.95,45
854,l,The lower bound of the dynamic threshold.,0.455,,0.455,45
855,wait_patient,Patient steps for Early Stop.,5,,5,45
856,cluster_num_factor,Cluster scaling factor.,1,,1,45
857,train_batch_size,The batch size for training.,16,,16,45
858,backbone,Patient steps for Early Stop.,bert,,bert,45
859,feat_dim,The feature dimension.,768,,768,45
860,num_train_epochs,The number of training epochs.,10,,10,45
861,num_refine_epochs,The number of refining epochs.,20,,20,45
862,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,45
863,warmup_proportion,The warmup ratio for learning rate.,0.1,,0.1,45
864,lr,The learning rate of model.,5e-05,,5e-05,45
865,u,The upper bound of the dynamic threshold.,0.95,,0.95,45
866,l,The lower bound of the dynamic threshold.,0.455,,0.455,45
867,wait_patient,Patient steps for Early Stop.,5,,5,45
868,cluster_num_factor,Cluster scaling factor.,1,,1,45
869,train_batch_size,The batch size for training.,16,,16,46
870,backbone,Patient steps for Early Stop.,bert,,bert,46
871,feat_dim,The feature dimension.,768,,768,46
872,num_train_epochs,The number of training epochs.,10,,10,46
873,num_refine_epochs,The number of refining epochs.,20,,20,46
874,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,46
875,warmup_proportion,The warmup ratio for learning rate.,0.1,,0.1,46
876,lr,The learning rate of model.,5e-05,,5e-05,46
877,u,The upper bound of the dynamic threshold.,0.95,,0.95,46
878,l,The lower bound of the dynamic threshold.,0.455,,0.455,46
879,wait_patient,Patient steps for Early Stop.,5,,5,46
880,cluster_num_factor,Cluster scaling factor.,1,,1,46
881,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,47
882,feat_dim,The feature dimension.,768.0,,768.0,47
883,warmup_step,The warmup step for learning rate.,500.0,,500.0,47
884,p_mult,Anti-disturbance coefficient.,0.03,,0.03,47
885,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,47
886,drop_out,Dropout probability.,0.2,,0.2,47
887,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,47
888,margin,Positive and negative sample spacing.,0.4,,0.4,47
889,loop_nums,Number of outer loops.,4.0,,4.0,47
890,batch_num,Number of inner loops.,1000.0,,1000.0,47
891,val_step,Number of val loops.,500.0,,500.0,47
892,eval_batch_size,Batch size during evaluation.,1.0,,1.0,47
893,inclass_augment,In-class enhancement strategy.,0.0,,0.0,47
894,squared,Whether to square the Euclidean distance.,0.0,,0.0,47
895,pos_emb_dim,Position embedding dimension.,10.0,,10.0,47
896,vat,Virtual adversarial training.,0.0,,0.0,47
897,temp_neg,Temperature parameter.,10.0,,10.0,47
898,embedding_dim,Sentence embedding dimension.,64.0,,64.0,47
899,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,47
900,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,47
901,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,47
902,feat_dim,The feature dimension.,768.0,,768.0,48
903,num_pretrain_epochs,The number of training epochs.,100.0,,100.0,48
904,num_train_epochs,The number of refining epochs.,100.0,,100.0,48
905,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,48
906,lr_pre,The learning rate for pre-training model.,5e-05,,5e-05,48
907,eval_batch_size,Batch size during evaluation.,1.0,,1.0,48
908,lr,The learning rate of model.,5e-05,,5e-05,48
909,wait_patient,Patient steps for Early Stop.,20.0,,20.0,48
910,cluster_num_factor,Cluster scaling factor.,1.0,,1.0,48
911,moment,Moment update ratio.,0.5,,0.5,49
912,z_dim,Sentence embedding dimension.,64,,64,49
913,need_ind,Whether the data set output index.,1,,1,49
914,eval_batch_size,Batch size during evaluation.,1,,1,49
915,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,49
916,pos_margin,Whether to freeze all parameters but the last layer.,0.7,,0.7,49
917,neg_margin,Whether to freeze all parameters but the last layer.,1.4,,1.4,49
918,use_pretrain,Whether to freeze all parameters but the last layer.,1,,1,49
919,temp,Whether to freeze all parameters but the last layer.,30,,30,49
